Unnamed: 0,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio,distance
0,Galeopterus variegatus,Otolemur garnettii,0.133052,0.0,25,6,24576,24576,34.76677460178301,38.0133684512176,79.3647
1,Galeopterus variegatus,Daubentonia madagascariensis,0.105968,0.0,25,6,24576,24576,34.76677460178301,39.39099517069151,79.3647
2,Galeopterus variegatus,Eulemur macaco,0.115449,0.0,25,6,24576,24576,34.76677460178301,39.84544899667991,79.3647
3,Galeopterus variegatus,Aotus nancymaae,0.142645,0.0,25,6,24576,24576,34.76677460178301,38.13125614956874,79.3647
4,Galeopterus variegatus,Callithrix jacchus,0.149153,0.0,25,6,24576,24576,34.76677460178301,40.22019165548447,79.3647
5,Galeopterus variegatus,Nomascus leucogenys,0.160242,0.0,25,6,24576,24576,34.76677460178301,40.30296197476748,79.3647
6,Galeopterus variegatus,Pan paniscus,0.172699,0.0,25,6,24576,24576,34.76677460178301,39.584494024464064,79.3647
7,Galeopterus variegatus,Homo sapiens subsp. Denisova,0.157866,0.0,25,6,24576,24576,34.76677460178301,38.559771286614,79.3647
8,Galeopterus variegatus,Pongo abelii,0.167783,0.0,25,6,24576,24576,34.76677460178301,40.53305786235602,79.3647
9,Galeopterus variegatus,Papio anubis,0.156436,0.0,25,6,24576,24576,34.76677460178301,40.34269736216134,79.3647
10,Galeopterus variegatus,Mandrillus leucophaeus,0.149239,0.0,25,6,24576,24576,34.76677460178301,35.73871811431402,79.3647
11,Galeopterus variegatus,Macaca nemestrina,0.150257,0.0,25,6,24576,24576,34.76677460178301,38.95023271283116,79.3647
12,Galeopterus variegatus,Nasalis larvatus,0.133772,0.0,25,6,24576,24576,34.76677460178301,31.457062330820754,79.3647
13,Galeopterus variegatus,Colobus angolensis,0.154463,0.0,25,6,24576,24576,34.76677460178301,36.34892777052296,79.3647
14,Galeopterus variegatus,Carlito syrichta,0.162979,0.0,25,6,24576,24576,34.76677460178301,39.53765480833894,79.3647
15,Galeopterus variegatus,Chlorocebus sabaeus,0.154315,0.0,25,6,24576,24576,34.76677460178301,40.45298252515873,79.3647
16,Otolemur garnettii,Daubentonia madagascariensis,0.0813611,0.0,25,6,24576,24576,38.0133684512176,39.39099517069151,59.3
17,Otolemur garnettii,Eulemur macaco,0.0843381,0.0,25,6,24576,24576,38.0133684512176,39.84544899667991,59.3
18,Otolemur garnettii,Aotus nancymaae,0.109094,0.0,25,6,24576,24576,38.0133684512176,38.13125614956874,73.75492
19,Otolemur garnettii,Callithrix jacchus,0.117588,0.0,25,6,24576,24576,38.0133684512176,40.22019165548447,73.75492
20,Otolemur garnettii,Nomascus leucogenys,0.127422,0.0,25,6,24576,24576,38.0133684512176,40.30296197476748,73.75492
21,Otolemur garnettii,Pan paniscus,0.143819,0.0,25,6,24576,24576,38.0133684512176,39.584494024464064,73.75492
22,Otolemur garnettii,Homo sapiens subsp. Denisova,0.125118,0.0,25,6,24576,24576,38.0133684512176,38.559771286614,73.75492
23,Otolemur garnettii,Pongo abelii,0.142005,0.0,25,6,24576,24576,38.0133684512176,40.53305786235602,73.75492
24,Otolemur garnettii,Papio anubis,0.122153,0.0,25,6,24576,24576,38.0133684512176,40.34269736216134,73.75492
25,Otolemur garnettii,Mandrillus leucophaeus,0.113932,0.0,25,6,24576,24576,38.0133684512176,35.73871811431402,73.75492
26,Otolemur garnettii,Macaca nemestrina,0.115852,0.0,25,6,24576,24576,38.0133684512176,38.95023271283116,73.75492
27,Otolemur garnettii,Nasalis larvatus,0.099215,0.0,25,6,24576,24576,38.0133684512176,31.457062330820754,73.75492
28,Otolemur garnettii,Colobus angolensis,0.119286,0.0,25,6,24576,24576,38.0133684512176,36.34892777052296,73.75492
29,Otolemur garnettii,Carlito syrichta,0.1378,0.0,25,6,24576,24576,38.0133684512176,39.53765480833894,73.75492
30,Otolemur garnettii,Chlorocebus sabaeus,0.122654,0.0,25,6,24576,24576,38.0133684512176,40.45298252515873,73.75492
31,Daubentonia madagascariensis,Eulemur macaco,0.044279,0.0,25,6,24576,24576,39.39099517069151,39.84544899667991,52.4776
32,Daubentonia madagascariensis,Aotus nancymaae,0.0923286,0.0,25,6,24576,24576,39.39099517069151,38.13125614956874,73.75492
33,Daubentonia madagascariensis,Callithrix jacchus,0.102773,0.0,25,6,24576,24576,39.39099517069151,40.22019165548447,73.75492
34,Daubentonia madagascariensis,Nomascus leucogenys,0.116399,0.0,25,6,24576,24576,39.39099517069151,40.30296197476748,73.75492
35,Daubentonia madagascariensis,Pan paniscus,0.133026,0.0,25,6,24576,24576,39.39099517069151,39.584494024464064,73.75492
36,Daubentonia madagascariensis,Homo sapiens subsp. Denisova,0.113084,0.0,25,6,24576,24576,39.39099517069151,38.559771286614,73.75492
37,Daubentonia madagascariensis,Pongo abelii,0.127769,0.0,25,6,24576,24576,39.39099517069151,40.53305786235602,73.75492
38,Daubentonia madagascariensis,Papio anubis,0.111287,0.0,25,6,24576,24576,39.39099517069151,40.34269736216134,73.75492
39,Daubentonia madagascariensis,Mandrillus leucophaeus,0.101371,0.0,25,6,24576,24576,39.39099517069151,35.73871811431402,73.75492
40,Daubentonia madagascariensis,Macaca nemestrina,0.103293,0.0,25,6,24576,24576,39.39099517069151,38.95023271283116,73.75492
41,Daubentonia madagascariensis,Nasalis larvatus,0.0791732,0.0,25,6,24576,24576,39.39099517069151,31.457062330820754,73.75492
42,Daubentonia madagascariensis,Colobus angolensis,0.108205,0.0,25,6,24576,24576,39.39099517069151,36.34892777052296,73.75492
43,Daubentonia madagascariensis,Carlito syrichta,0.125355,0.0,25,6,24576,24576,39.39099517069151,39.53765480833894,73.75492
44,Daubentonia madagascariensis,Chlorocebus sabaeus,0.111632,0.0,25,6,24576,24576,39.39099517069151,40.45298252515873,73.75492
45,Eulemur macaco,Aotus nancymaae,0.0853974,0.0,25,6,24576,24576,39.84544899667991,38.13125614956874,73.75492
46,Eulemur macaco,Callithrix jacchus,0.0976949,0.0,25,6,24576,24576,39.84544899667991,40.22019165548447,73.75492
47,Eulemur macaco,Nomascus leucogenys,0.107089,0.0,25,6,24576,24576,39.84544899667991,40.30296197476748,73.75492
48,Eulemur macaco,Pan paniscus,0.126368,0.0,25,6,24576,24576,39.84544899667991,39.584494024464064,73.75492
49,Eulemur macaco,Homo sapiens subsp. Denisova,0.10411,0.0,25,6,24576,24576,39.84544899667991,38.559771286614,73.75492
50,Eulemur macaco,Pongo abelii,0.12232,0.0,25,6,24576,24576,39.84544899667991,40.53305786235602,73.75492
51,Eulemur macaco,Papio anubis,0.101663,0.0,25,6,24576,24576,39.84544899667991,40.34269736216134,73.75492
52,Eulemur macaco,Mandrillus leucophaeus,0.092065,0.0,25,6,24576,24576,39.84544899667991,35.73871811431402,73.75492
53,Eulemur macaco,Macaca nemestrina,0.0940413,0.0,25,6,24576,24576,39.84544899667991,38.95023271283116,73.75492
54,Eulemur macaco,Nasalis larvatus,0.0728688,0.0,25,6,24576,24576,39.84544899667991,31.457062330820754,73.75492
55,Eulemur macaco,Colobus angolensis,0.0983365,0.0,25,6,24576,24576,39.84544899667991,36.34892777052296,73.75492
56,Eulemur macaco,Carlito syrichta,0.123729,0.0,25,6,24576,24576,39.84544899667991,39.53765480833894,73.75492
57,Eulemur macaco,Chlorocebus sabaeus,0.103706,0.0,25,6,24576,24576,39.84544899667991,40.45298252515873,73.75492
58,Aotus nancymaae,Callithrix jacchus,0.0332996,0.0,25,6,24576,24576,38.13125614956874,40.22019165548447,16.4
59,Aotus nancymaae,Nomascus leucogenys,0.0517967,0.0,25,6,24576,24576,38.13125614956874,40.30296197476748,42.9
60,Aotus nancymaae,Pan paniscus,0.0902459,0.0,25,6,24576,24576,38.13125614956874,39.584494024464064,42.9
61,Aotus nancymaae,Homo sapiens subsp. Denisova,0.0518315,0.0,25,6,24576,24576,38.13125614956874,38.559771286614,42.9
62,Aotus nancymaae,Pongo abelii,0.0911973,0.0,25,6,24576,24576,38.13125614956874,40.53305786235602,42.9
63,Aotus nancymaae,Papio anubis,0.0449066,0.0,25,6,24576,24576,38.13125614956874,40.34269736216134,42.9
64,Aotus nancymaae,Mandrillus leucophaeus,0.0348518,0.0,25,6,24576,24576,38.13125614956874,35.73871811431402,42.9
65,Aotus nancymaae,Macaca nemestrina,0.0385799,0.0,25,6,24576,24576,38.13125614956874,38.95023271283116,42.9
66,Aotus nancymaae,Nasalis larvatus,0.0325889,0.0,25,6,24576,24576,38.13125614956874,31.457062330820754,42.9
67,Aotus nancymaae,Colobus angolensis,0.0449186,0.0,25,6,24576,24576,38.13125614956874,36.34892777052296,42.9
68,Aotus nancymaae,Carlito syrichta,0.128854,0.0,25,6,24576,24576,38.13125614956874,39.53765480833894,68.6
69,Aotus nancymaae,Chlorocebus sabaeus,0.0551682,0.0,25,6,24576,24576,38.13125614956874,40.45298252515873,42.9
70,Callithrix jacchus,Nomascus leucogenys,0.0642517,0.0,25,6,24576,24576,40.22019165548447,40.30296197476748,42.9
71,Callithrix jacchus,Pan paniscus,0.0970475,0.0,25,6,24576,24576,40.22019165548447,39.584494024464064,42.9
72,Callithrix jacchus,Homo sapiens subsp. Denisova,0.064841,0.0,25,6,24576,24576,40.22019165548447,38.559771286614,42.9
73,Callithrix jacchus,Pongo abelii,0.098968,0.0,25,6,24576,24576,40.22019165548447,40.53305786235602,42.9
74,Callithrix jacchus,Papio anubis,0.0587109,0.0,25,6,24576,24576,40.22019165548447,40.34269736216134,42.9
75,Callithrix jacchus,Mandrillus leucophaeus,0.0525939,0.0,25,6,24576,24576,40.22019165548447,35.73871811431402,42.9
76,Callithrix jacchus,Macaca nemestrina,0.0549611,0.0,25,6,24576,24576,40.22019165548447,38.95023271283116,42.9
77,Callithrix jacchus,Nasalis larvatus,0.0518299,0.0,25,6,24576,24576,40.22019165548447,31.457062330820754,42.9
78,Callithrix jacchus,Colobus angolensis,0.0594467,0.0,25,6,24576,24576,40.22019165548447,36.34892777052296,42.9
79,Callithrix jacchus,Carlito syrichta,0.135908,0.0,25,6,24576,24576,40.22019165548447,39.53765480833894,68.6
80,Callithrix jacchus,Chlorocebus sabaeus,0.0668253,0.0,25,6,24576,24576,40.22019165548447,40.45298252515873,42.9
81,Nomascus leucogenys,Pan paniscus,0.0859668,0.0,25,6,24576,24576,40.30296197476748,39.584494024464064,19.45714
82,Nomascus leucogenys,Homo sapiens subsp. Denisova,0.0438482,0.0,25,6,24576,24576,40.30296197476748,38.559771286614,19.45714
83,Nomascus leucogenys,Pongo abelii,0.0820607,0.0,25,6,24576,24576,40.30296197476748,40.53305786235602,19.45714
84,Nomascus leucogenys,Papio anubis,0.0375554,0.0,25,6,24576,24576,40.30296197476748,40.34269736216134,28.82
85,Nomascus leucogenys,Mandrillus leucophaeus,0.0388536,0.0,25,6,24576,24576,40.30296197476748,35.73871811431402,28.82
86,Nomascus leucogenys,Macaca nemestrina,0.0385677,0.0,25,6,24576,24576,40.30296197476748,38.95023271283116,28.82
87,Nomascus leucogenys,Nasalis larvatus,0.0510565,0.0,25,6,24576,24576,40.30296197476748,31.457062330820754,28.82
88,Nomascus leucogenys,Colobus angolensis,0.0415069,0.0,25,6,24576,24576,40.30296197476748,36.34892777052296,28.82
89,Nomascus leucogenys,Carlito syrichta,0.142358,0.0,25,6,24576,24576,40.30296197476748,39.53765480833894,68.6
90,Nomascus leucogenys,Chlorocebus sabaeus,0.053023,0.0,25,6,24576,24576,40.30296197476748,40.45298252515873,28.82
91,Pan paniscus,Homo sapiens subsp. Denisova,0.0868119,0.0,25,6,24576,24576,39.584494024464064,38.559771286614,6.4
92,Pan paniscus,Pongo abelii,0.108256,0.0,25,6,24576,24576,39.584494024464064,40.53305786235602,15.2
93,Pan paniscus,Papio anubis,0.0884712,0.0,25,6,24576,24576,39.584494024464064,40.34269736216134,28.82
94,Pan paniscus,Mandrillus leucophaeus,0.0871467,0.0,25,6,24576,24576,39.584494024464064,35.73871811431402,28.82
95,Pan paniscus,Macaca nemestrina,0.0877224,0.0,25,6,24576,24576,39.584494024464064,38.95023271283116,28.82
96,Pan paniscus,Nasalis larvatus,0.0900802,0.0,25,6,24576,24576,39.584494024464064,31.457062330820754,28.82
97,Pan paniscus,Colobus angolensis,0.089567,0.0,25,6,24576,24576,39.584494024464064,36.34892777052296,28.82
98,Pan paniscus,Carlito syrichta,0.15704,0.0,25,6,24576,24576,39.584494024464064,39.53765480833894,68.6
99,Pan paniscus,Chlorocebus sabaeus,0.0957525,0.0,25,6,24576,24576,39.584494024464064,40.45298252515873,28.82
100,Homo sapiens subsp. Denisova,Pongo abelii,0.0766173,0.0,25,6,24576,24576,38.559771286614,40.53305786235602,15.2
101,Homo sapiens subsp. Denisova,Papio anubis,0.0439927,0.0,25,6,24576,24576,38.559771286614,40.34269736216134,28.82
102,Homo sapiens subsp. Denisova,Mandrillus leucophaeus,0.0423791,0.0,25,6,24576,24576,38.559771286614,35.73871811431402,28.82
103,Homo sapiens subsp. Denisova,Macaca nemestrina,0.0432917,0.0,25,6,24576,24576,38.559771286614,38.95023271283116,28.82
104,Homo sapiens subsp. Denisova,Nasalis larvatus,0.05136,0.0,25,6,24576,24576,38.559771286614,31.457062330820754,28.82
105,Homo sapiens subsp. Denisova,Colobus angolensis,0.0467138,0.0,25,6,24576,24576,38.559771286614,36.34892777052296,28.82
106,Homo sapiens subsp. Denisova,Carlito syrichta,0.140164,0.0,25,6,24576,24576,38.559771286614,39.53765480833894,68.6
107,Homo sapiens subsp. Denisova,Chlorocebus sabaeus,0.0564655,0.0,25,6,24576,24576,38.559771286614,40.45298252515873,28.82
108,Pongo abelii,Papio anubis,0.0904433,0.0,25,6,24576,24576,40.53305786235602,40.34269736216134,28.82
109,Pongo abelii,Mandrillus leucophaeus,0.0893226,0.0,25,6,24576,24576,40.53305786235602,35.73871811431402,28.82
110,Pongo abelii,Macaca nemestrina,0.0887348,0.0,25,6,24576,24576,40.53305786235602,38.95023271283116,28.82
111,Pongo abelii,Nasalis larvatus,0.0902612,0.0,25,6,24576,24576,40.53305786235602,31.457062330820754,28.82
112,Pongo abelii,Colobus angolensis,0.0917085,0.0,25,6,24576,24576,40.53305786235602,36.34892777052296,28.82
113,Pongo abelii,Carlito syrichta,0.152919,0.0,25,6,24576,24576,40.53305786235602,39.53765480833894,68.6
114,Pongo abelii,Chlorocebus sabaeus,0.094834,0.0,25,6,24576,24576,40.53305786235602,40.45298252515873,28.82
115,Papio anubis,Mandrillus leucophaeus,0.0198137,0.0,25,6,24576,24576,40.34269736216134,35.73871811431402,7.5
116,Papio anubis,Macaca nemestrina,0.01252,0.0,25,6,24576,24576,40.34269736216134,38.95023271283116,10.454
117,Papio anubis,Nasalis larvatus,0.0398742,0.0,25,6,24576,24576,40.34269736216134,31.457062330820754,17.755
118,Papio anubis,Colobus angolensis,0.0148701,0.0,25,6,24576,24576,40.34269736216134,36.34892777052296,17.755
119,Papio anubis,Carlito syrichta,0.138579,0.0,25,6,24576,24576,40.34269736216134,39.53765480833894,68.6
120,Papio anubis,Chlorocebus sabaeus,0.038309,0.0,25,6,24576,24576,40.34269736216134,40.45298252515873,12.32716
121,Mandrillus leucophaeus,Macaca nemestrina,0.015811,0.0,25,6,24576,24576,35.73871811431402,38.95023271283116,10.454
122,Mandrillus leucophaeus,Nasalis larvatus,0.0267026,0.0,25,6,24576,24576,35.73871811431402,31.457062330820754,17.755
123,Mandrillus leucophaeus,Colobus angolensis,0.017193,0.0,25,6,24576,24576,35.73871811431402,36.34892777052296,17.755
124,Mandrillus leucophaeus,Carlito syrichta,0.132446,0.0,25,6,24576,24576,35.73871811431402,39.53765480833894,68.6
125,Mandrillus leucophaeus,Chlorocebus sabaeus,0.0394474,0.0,25,6,24576,24576,35.73871811431402,40.45298252515873,12.32716
126,Macaca nemestrina,Nasalis larvatus,0.0326643,0.0,25,6,24576,24576,38.95023271283116,31.457062330820754,17.755
127,Macaca nemestrina,Colobus angolensis,0.0156878,0.0,25,6,24576,24576,38.95023271283116,36.34892777052296,17.755
128,Macaca nemestrina,Carlito syrichta,0.133978,0.0,25,6,24576,24576,38.95023271283116,39.53765480833894,68.6
129,Macaca nemestrina,Chlorocebus sabaeus,0.038177,0.0,25,6,24576,24576,38.95023271283116,40.45298252515873,12.32716
130,Nasalis larvatus,Colobus angolensis,0.0362988,0.0,25,6,24576,24576,31.457062330820754,36.34892777052296,12.78655
131,Nasalis larvatus,Carlito syrichta,0.12361,0.0,25,6,24576,24576,31.457062330820754,39.53765480833894,68.6
132,Nasalis larvatus,Chlorocebus sabaeus,0.0507445,0.0,25,6,24576,24576,31.457062330820754,40.45298252515873,17.755
133,Colobus angolensis,Carlito syrichta,0.137089,0.0,25,6,24576,24576,36.34892777052296,39.53765480833894,68.6
134,Colobus angolensis,Chlorocebus sabaeus,0.0414245,0.0,25,6,24576,24576,36.34892777052296,40.45298252515873,17.755
135,Carlito syrichta,Chlorocebus sabaeus,0.139493,0.0,25,6,24576,24576,39.53765480833894,40.45298252515873,68.6
136,Galeopterus variegatus,Otolemur garnettii,0.172657,0.0,25,9,2359295,2359291,34.76677460178301,38.0133684512176,79.3647
137,Galeopterus variegatus,Daubentonia madagascariensis,0.148196,0.0,25,9,2359295,2359295,34.76677460178301,39.39099517069151,79.3647
138,Galeopterus variegatus,Eulemur macaco,0.147482,0.0,25,9,2359295,2359296,34.76677460178301,39.84544899667991,79.3647
139,Galeopterus variegatus,Aotus nancymaae,0.178702,0.0,25,9,2359295,2359296,34.76677460178301,38.13125614956874,79.3647
140,Galeopterus variegatus,Callithrix jacchus,0.20136,0.0,25,9,2359295,2359295,34.76677460178301,40.22019165548447,79.3647
141,Galeopterus variegatus,Nomascus leucogenys,0.197528,0.0,25,9,2359295,2359296,34.76677460178301,40.30296197476748,79.3647
142,Galeopterus variegatus,Pan paniscus,0.205434,0.0,25,9,2359295,2359294,34.76677460178301,39.584494024464064,79.3647
143,Galeopterus variegatus,Homo sapiens subsp. Denisova,0.197789,0.0,25,9,2359295,2359296,34.76677460178301,38.559771286614,79.3647
144,Galeopterus variegatus,Pongo abelii,0.236836,0.0,25,9,2359295,2359296,34.76677460178301,40.53305786235602,79.3647
145,Galeopterus variegatus,Papio anubis,0.188134,0.0,25,9,2359295,2359296,34.76677460178301,40.34269736216134,79.3647
146,Galeopterus variegatus,Mandrillus leucophaeus,0.180453,0.0,25,9,2359295,2359293,34.76677460178301,35.73871811431402,79.3647
147,Galeopterus variegatus,Macaca nemestrina,0.180432,0.0,25,9,2359295,2359296,34.76677460178301,38.95023271283116,79.3647
148,Galeopterus variegatus,Nasalis larvatus,0.169711,0.0,25,9,2359295,2359286,34.76677460178301,31.457062330820754,79.3647
149,Galeopterus variegatus,Colobus angolensis,0.183482,0.0,25,9,2359295,2359293,34.76677460178301,36.34892777052296,79.3647
150,Galeopterus variegatus,Carlito syrichta,0.203699,0.0,25,9,2359295,2359296,34.76677460178301,39.53765480833894,79.3647
151,Galeopterus variegatus,Chlorocebus sabaeus,0.193922,0.0,25,9,2359295,2359296,34.76677460178301,40.45298252515873,79.3647
152,Otolemur garnettii,Daubentonia madagascariensis,0.13288,0.0,25,9,2359291,2359295,38.0133684512176,39.39099517069151,59.3
153,Otolemur garnettii,Eulemur macaco,0.123647,0.0,25,9,2359291,2359296,38.0133684512176,39.84544899667991,59.3
154,Otolemur garnettii,Aotus nancymaae,0.152918,0.0,25,9,2359291,2359296,38.0133684512176,38.13125614956874,73.75492
155,Otolemur garnettii,Callithrix jacchus,0.178945,0.0,25,9,2359291,2359295,38.0133684512176,40.22019165548447,73.75492
156,Otolemur garnettii,Nomascus leucogenys,0.173353,0.0,25,9,2359291,2359296,38.0133684512176,40.30296197476748,73.75492
157,Otolemur garnettii,Pan paniscus,0.182991,0.0,25,9,2359291,2359294,38.0133684512176,39.584494024464064,73.75492
158,Otolemur garnettii,Homo sapiens subsp. Denisova,0.174049,0.0,25,9,2359291,2359296,38.0133684512176,38.559771286614,73.75492
159,Otolemur garnettii,Pongo abelii,0.219427,0.0,25,9,2359291,2359296,38.0133684512176,40.53305786235602,73.75492
160,Otolemur garnettii,Papio anubis,0.161887,0.0,25,9,2359291,2359296,38.0133684512176,40.34269736216134,73.75492
161,Otolemur garnettii,Mandrillus leucophaeus,0.153058,0.0,25,9,2359291,2359293,38.0133684512176,35.73871811431402,73.75492
162,Otolemur garnettii,Macaca nemestrina,0.153698,0.0,25,9,2359291,2359296,38.0133684512176,38.95023271283116,73.75492
163,Otolemur garnettii,Nasalis larvatus,0.144205,0.0,25,9,2359291,2359286,38.0133684512176,31.457062330820754,73.75492
164,Otolemur garnettii,Colobus angolensis,0.156213,0.0,25,9,2359291,2359293,38.0133684512176,36.34892777052296,73.75492
165,Otolemur garnettii,Carlito syrichta,0.186712,0.0,25,9,2359291,2359296,38.0133684512176,39.53765480833894,73.75492
166,Otolemur garnettii,Chlorocebus sabaeus,0.169047,0.0,25,9,2359291,2359296,38.0133684512176,40.45298252515873,73.75492
167,Daubentonia madagascariensis,Eulemur macaco,0.0803225,0.0,25,9,2359295,2359296,39.39099517069151,39.84544899667991,52.4776
168,Daubentonia madagascariensis,Aotus nancymaae,0.134662,0.0,25,9,2359295,2359296,39.39099517069151,38.13125614956874,73.75492
169,Daubentonia madagascariensis,Callithrix jacchus,0.164313,0.0,25,9,2359295,2359295,39.39099517069151,40.22019165548447,73.75492
170,Daubentonia madagascariensis,Nomascus leucogenys,0.157305,0.0,25,9,2359295,2359296,39.39099517069151,40.30296197476748,73.75492
171,Daubentonia madagascariensis,Pan paniscus,0.167427,0.0,25,9,2359295,2359294,39.39099517069151,39.584494024464064,73.75492
172,Daubentonia madagascariensis,Homo sapiens subsp. Denisova,0.157673,0.0,25,9,2359295,2359296,39.39099517069151,38.559771286614,73.75492
173,Daubentonia madagascariensis,Pongo abelii,0.205827,0.0,25,9,2359295,2359296,39.39099517069151,40.53305786235602,73.75492
174,Daubentonia madagascariensis,Papio anubis,0.145658,0.0,25,9,2359295,2359296,39.39099517069151,40.34269736216134,73.75492
175,Daubentonia madagascariensis,Mandrillus leucophaeus,0.136231,0.0,25,9,2359295,2359293,39.39099517069151,35.73871811431402,73.75492
176,Daubentonia madagascariensis,Macaca nemestrina,0.136567,0.0,25,9,2359295,2359296,39.39099517069151,38.95023271283116,73.75492
177,Daubentonia madagascariensis,Nasalis larvatus,0.123856,0.0,25,9,2359295,2359286,39.39099517069151,31.457062330820754,73.75492
178,Daubentonia madagascariensis,Colobus angolensis,0.139925,0.0,25,9,2359295,2359293,39.39099517069151,36.34892777052296,73.75492
179,Daubentonia madagascariensis,Carlito syrichta,0.172276,0.0,25,9,2359295,2359296,39.39099517069151,39.53765480833894,73.75492
180,Daubentonia madagascariensis,Chlorocebus sabaeus,0.154242,0.0,25,9,2359295,2359296,39.39099517069151,40.45298252515873,73.75492
181,Eulemur macaco,Aotus nancymaae,0.125095,0.0,25,9,2359296,2359296,39.84544899667991,38.13125614956874,73.75492
182,Eulemur macaco,Callithrix jacchus,0.157228,0.0,25,9,2359296,2359295,39.84544899667991,40.22019165548447,73.75492
183,Eulemur macaco,Nomascus leucogenys,0.149685,0.0,25,9,2359296,2359296,39.84544899667991,40.30296197476748,73.75492
184,Eulemur macaco,Pan paniscus,0.160381,0.0,25,9,2359296,2359294,39.84544899667991,39.584494024464064,73.75492
185,Eulemur macaco,Homo sapiens subsp. Denisova,0.150031,0.0,25,9,2359296,2359296,39.84544899667991,38.559771286614,73.75492
186,Eulemur macaco,Pongo abelii,0.200238,0.0,25,9,2359296,2359296,39.84544899667991,40.53305786235602,73.75492
187,Eulemur macaco,Papio anubis,0.137011,0.0,25,9,2359296,2359296,39.84544899667991,40.34269736216134,73.75492
188,Eulemur macaco,Mandrillus leucophaeus,0.126345,0.0,25,9,2359296,2359293,39.84544899667991,35.73871811431402,73.75492
189,Eulemur macaco,Macaca nemestrina,0.127072,0.0,25,9,2359296,2359296,39.84544899667991,38.95023271283116,73.75492
190,Eulemur macaco,Nasalis larvatus,0.114163,0.0,25,9,2359296,2359286,39.84544899667991,31.457062330820754,73.75492
191,Eulemur macaco,Colobus angolensis,0.130304,0.0,25,9,2359296,2359293,39.84544899667991,36.34892777052296,73.75492
192,Eulemur macaco,Carlito syrichta,0.167137,0.0,25,9,2359296,2359296,39.84544899667991,39.53765480833894,73.75492
193,Eulemur macaco,Chlorocebus sabaeus,0.146177,0.0,25,9,2359296,2359296,39.84544899667991,40.45298252515873,73.75492
194,Aotus nancymaae,Callithrix jacchus,0.0940389,0.0,25,9,2359296,2359295,38.13125614956874,40.22019165548447,16.4
195,Aotus nancymaae,Nomascus leucogenys,0.102091,0.0,25,9,2359296,2359296,38.13125614956874,40.30296197476748,42.9
196,Aotus nancymaae,Pan paniscus,0.120474,0.0,25,9,2359296,2359294,38.13125614956874,39.584494024464064,42.9
197,Aotus nancymaae,Homo sapiens subsp. Denisova,0.104605,0.0,25,9,2359296,2359296,38.13125614956874,38.559771286614,42.9
198,Aotus nancymaae,Pongo abelii,0.170535,0.0,25,9,2359296,2359296,38.13125614956874,40.53305786235602,42.9
199,Aotus nancymaae,Papio anubis,0.0859598,0.0,25,9,2359296,2359296,38.13125614956874,40.34269736216134,42.9
200,Aotus nancymaae,Mandrillus leucophaeus,0.0771403,0.0,25,9,2359296,2359293,38.13125614956874,35.73871811431402,42.9
201,Aotus nancymaae,Macaca nemestrina,0.0786539,0.0,25,9,2359296,2359296,38.13125614956874,38.95023271283116,42.9
202,Aotus nancymaae,Nasalis larvatus,0.073946,0.0,25,9,2359296,2359286,38.13125614956874,31.457062330820754,42.9
203,Aotus nancymaae,Colobus angolensis,0.0827512,0.0,25,9,2359296,2359293,38.13125614956874,36.34892777052296,42.9
204,Aotus nancymaae,Carlito syrichta,0.174415,0.0,25,9,2359296,2359296,38.13125614956874,39.53765480833894,68.6
205,Aotus nancymaae,Chlorocebus sabaeus,0.101697,0.0,25,9,2359296,2359296,38.13125614956874,40.45298252515873,42.9
206,Callithrix jacchus,Nomascus leucogenys,0.134704,0.0,25,9,2359295,2359296,40.22019165548447,40.30296197476748,42.9
207,Callithrix jacchus,Pan paniscus,0.148812,0.0,25,9,2359295,2359294,40.22019165548447,39.584494024464064,42.9
208,Callithrix jacchus,Homo sapiens subsp. Denisova,0.136552,0.0,25,9,2359295,2359296,40.22019165548447,38.559771286614,42.9
209,Callithrix jacchus,Pongo abelii,0.191097,0.0,25,9,2359295,2359296,40.22019165548447,40.53305786235602,42.9
210,Callithrix jacchus,Papio anubis,0.123413,0.0,25,9,2359295,2359296,40.22019165548447,40.34269736216134,42.9
211,Callithrix jacchus,Mandrillus leucophaeus,0.119133,0.0,25,9,2359295,2359293,40.22019165548447,35.73871811431402,42.9
212,Callithrix jacchus,Macaca nemestrina,0.120422,0.0,25,9,2359295,2359296,40.22019165548447,38.95023271283116,42.9
213,Callithrix jacchus,Nasalis larvatus,0.117364,0.0,25,9,2359295,2359286,40.22019165548447,31.457062330820754,42.9
214,Callithrix jacchus,Colobus angolensis,0.122658,0.0,25,9,2359295,2359293,40.22019165548447,36.34892777052296,42.9
215,Callithrix jacchus,Carlito syrichta,0.197137,0.0,25,9,2359295,2359296,40.22019165548447,39.53765480833894,68.6
216,Callithrix jacchus,Chlorocebus sabaeus,0.134386,0.0,25,9,2359295,2359296,40.22019165548447,40.45298252515873,42.9
217,Nomascus leucogenys,Pan paniscus,0.105156,0.0,25,9,2359296,2359294,40.30296197476748,39.584494024464064,19.45714
218,Nomascus leucogenys,Homo sapiens subsp. Denisova,0.0851647,0.0,25,9,2359296,2359296,40.30296197476748,38.559771286614,19.45714
