taxon1,taxon2,distance
Dyadobacter fermentans,Actinomyces oris,3194.17114
Dyadobacter fermentans,Methanobacterium congolense,4250.0
Dyadobacter fermentans,Methanobacterium lacus,4250.0
Dyadobacter fermentans,Methanosphaera stadtmanae,4250.0
Dyadobacter fermentans,Methanobacterium formicicum,4250.0
Dyadobacter fermentans,Methanobrevibacter millerae,4250.0
Dyadobacter fermentans,Methanococcus aeolicus,4250.0
Dyadobacter fermentans,Methanococcus voltae,4250.0
Dyadobacter fermentans,Natronococcus occultus,4250.0
Dyadobacter fermentans,Natronobacterium gregoryi,4250.0
Dyadobacter fermentans,Natrinema pellirubrum,4250.0
Dyadobacter fermentans,Haloterrigena daqingensis,4250.0
Dyadobacter fermentans,Natrialba magadii,4250.0
Dyadobacter fermentans,Haloferax mediterranei,4250.0
Dyadobacter fermentans,Halorubrum lacusprofundi,4250.0
Dyadobacter fermentans,Halorhabdus utahensis,4250.0
Dyadobacter fermentans,Methanococcoides burtonii,4250.0
Dyadobacter fermentans,Methanomethylovorans hollandica,4250.0
Dyadobacter fermentans,Methanosarcina mazei,4250.0
Dyadobacter fermentans,Methanosarcina horonobensis,4250.0
Dyadobacter fermentans,Methanosarcina siciliae,4250.0
Dyadobacter fermentans,Methanosarcina lacustris,4250.0
Dyadobacter fermentans,Methanothrix soehngenii,4250.0
Dyadobacter fermentans,Methanocella conradii,4250.0
Dyadobacter fermentans,Methanolacinia petrolearia,4250.0
Dyadobacter fermentans,Methanoplanus limicola,4250.0
Dyadobacter fermentans,Methanospirillum hungatei,4250.0
Dyadobacter fermentans,Methanoregula formicica,4250.0
Dyadobacter fermentans,Methanolinea tarda,4250.0
Dyadobacter fermentans,Methanosphaerula palustris,4250.0
Dyadobacter fermentans,Methanoculleus bourgensis,4250.0
Dyadobacter fermentans,Archaeoglobus profundus,4250.0
Dyadobacter fermentans,Geoglobus ahangari,4250.0
Dyadobacter fermentans,Geoglobus acetivorans,4250.0
Dyadobacter fermentans,Archaeoglobus veneficus,4250.0
Dyadobacter fermentans,Ferroplasma,4250.0
Dyadobacter fermentans,Aciduliprofundum boonei,4250.0
Dyadobacter fermentans,Thermococcus kodakarensis,4250.0
Dyadobacter fermentans,Thermococcus siculi,4250.0
Dyadobacter fermentans,Thermococcus pacificus,4250.0
Dyadobacter fermentans,Pyrococcus abyssi,4250.0
Dyadobacter fermentans,Pyrococcus horikoshii,4250.0
Dyadobacter fermentans,Pyrococcus furiosus,4250.0
Dyadobacter fermentans,Pyrococcus yayanosii,4250.0
Dyadobacter fermentans,Desulfurococcus amylolyticus,4250.0
Dyadobacter fermentans,Ignicoccus islandicus,4250.0
Dyadobacter fermentans,Sulfolobus acidocaldarius,4250.0
Dyadobacter fermentans,Sulfurisphaera tokodaii,4250.0
Dyadobacter fermentans,Saccharolobus solfataricus,4250.0
Dyadobacter fermentans,Metallosphaera cuprina,4250.0
Dyadobacter fermentans,Hyperthermus butylicus,4250.0
Cyclobacterium marinum,Sandaracinus amylolyticus,2999.9999999999995
Cyclobacterium marinum,Methylorubrum populi,2999.9999999999995
Cyclobacterium marinum,Marinovum algicola,2999.9999999999995
Cyclobacterium marinum,Ketogulonicigenium robustum,2999.9999999999995
Cyclobacterium marinum,Sphingobium herbicidovorans,2999.9999999999995
Cyclobacterium marinum,Acetobacter persici,2999.9999999999995
Cyclobacterium marinum,Oleispira antarctica,2999.9999999999995
Cyclobacterium marinum,Azotobacter vinelandii,2999.9999999999995
Cyclobacterium marinum,Pluralibacter gergoviae,2999.9999999999995
Cyclobacterium marinum,Photorhabdus thracensis,2999.9999999999995
Cyclobacterium marinum,Pragia fontium,2999.9999999999995
Cyclobacterium marinum,Pectobacterium carotovorum,2999.9999999999995
Cyclobacterium marinum,Serratia liquefaciens,2999.9999999999995
Cyclobacterium marinum,Vibrio fluvialis,2999.9999999999995
Cyclobacterium marinum,Shewanella japonica,2999.9999999999995
Cyclobacterium marinum,Methylotenera mobilis,2999.9999999999995
Cyclobacterium marinum,Laribacter hongkongensis,2999.9999999999995
Cyclobacterium marinum,Helicobacter mustelae,3000.0
Cyclobacterium marinum,Campylobacter ureolyticus,3000.0
Cyclobacterium marinum,Parachlamydia acanthamoebae,2739.1
Cyclobacterium marinum,Chlamydia pecorum,2739.1
Cyclobacterium marinum,Tenacibaculum dicentrarchi,901.42023
Cyclobacterium marinum,Ornithobacterium rhinotracheale,901.42023
Cyclobacterium marinum,Niabella soli,901.42023
Cyclobacterium marinum,Dyadobacter fermentans,653.55527
Cyclobacterium marinum,Cyclobacterium marinum,0.0
Cyclobacterium marinum,Prochlorococcus,3194.17114
Cyclobacterium marinum,Spiroplasma taiwanense,3194.17114
Cyclobacterium marinum,Mycoplasma crocodyli,3194.17114
Cyclobacterium marinum,Mycoplasmopsis canis,3194.17114
Cyclobacterium marinum,Salisediminibacterium selenitireducens,3194.17114
Cyclobacterium marinum,Staphylococcus succinus,3194.17114
Cyclobacterium marinum,Staphylococcus xylosus,3194.17114
Cyclobacterium marinum,Lactobacillus gallinarum,3194.17114
Cyclobacterium marinum,Lactobacillus amylovorus,3194.17114
Cyclobacterium marinum,Thermoanaerobacter italicus,3194.17114
Cyclobacterium marinum,Desulfitobacterium hafniense DCB-2,3194.17114
Cyclobacterium marinum,Oscillibacter valericigenes,3194.17114
Cyclobacterium marinum,Selenomonas sputigena,3194.17114
Cyclobacterium marinum,Halothermothrix orenii,3194.17114
Cyclobacterium marinum,Halobacteroides halobius,3194.17114
Cyclobacterium marinum,Mycobacterium colombiense,3194.17114
Cyclobacterium marinum,Thermobispora bispora,3194.17114
Cyclobacterium marinum,Nocardiopsis alba,3194.17114
Cyclobacterium marinum,Tessaracoccus flavescens,3194.17114
Cyclobacterium marinum,Nocardia brasiliensis,3194.17114
Cyclobacterium marinum,Lentzea albidocapillata,3194.17114
Cyclobacterium marinum,Saccharothrix espanaensis,3194.17114
Cyclobacterium marinum,Cryobacterium arcticum,3194.17114
Cyclobacterium marinum,Actinomyces oris,3194.17114
Cyclobacterium marinum,Methanobacterium congolense,4250.0
Cyclobacterium marinum,Methanobacterium lacus,4250.0
Cyclobacterium marinum,Methanosphaera stadtmanae,4250.0
Cyclobacterium marinum,Methanobacterium formicicum,4250.0
Cyclobacterium marinum,Methanobrevibacter millerae,4250.0
Cyclobacterium marinum,Methanococcus aeolicus,4250.0
Cyclobacterium marinum,Methanococcus voltae,4250.0
Cyclobacterium marinum,Natronococcus occultus,4250.0
Cyclobacterium marinum,Natronobacterium gregoryi,4250.0
Cyclobacterium marinum,Natrinema pellirubrum,4250.0
Cyclobacterium marinum,Haloterrigena daqingensis,4250.0
Cyclobacterium marinum,Natrialba magadii,4250.0
Cyclobacterium marinum,Haloferax mediterranei,4250.0
Cyclobacterium marinum,Halorubrum lacusprofundi,4250.0
Cyclobacterium marinum,Halorhabdus utahensis,4250.0
Cyclobacterium marinum,Methanococcoides burtonii,4250.0
Cyclobacterium marinum,Methanomethylovorans hollandica,4250.0
Cyclobacterium marinum,Methanosarcina mazei,4250.0
Cyclobacterium marinum,Methanosarcina horonobensis,4250.0
Cyclobacterium marinum,Methanosarcina siciliae,4250.0
Cyclobacterium marinum,Methanosarcina lacustris,4250.0
Cyclobacterium marinum,Methanothrix soehngenii,4250.0
Cyclobacterium marinum,Methanocella conradii,4250.0
Cyclobacterium marinum,Methanolacinia petrolearia,4250.0
Cyclobacterium marinum,Methanoplanus limicola,4250.0
Cyclobacterium marinum,Methanospirillum hungatei,4250.0
Cyclobacterium marinum,Methanoregula formicica,4250.0
Cyclobacterium marinum,Methanolinea tarda,4250.0
Cyclobacterium marinum,Methanosphaerula palustris,4250.0
Cyclobacterium marinum,Methanoculleus bourgensis,4250.0
Cyclobacterium marinum,Archaeoglobus profundus,4250.0
Cyclobacterium marinum,Geoglobus ahangari,4250.0
Cyclobacterium marinum,Geoglobus acetivorans,4250.0
Cyclobacterium marinum,Archaeoglobus veneficus,4250.0
Cyclobacterium marinum,Ferroplasma,4250.0
Cyclobacterium marinum,Aciduliprofundum boonei,4250.0
Cyclobacterium marinum,Thermococcus kodakarensis,4250.0
Cyclobacterium marinum,Thermococcus siculi,4250.0
Cyclobacterium marinum,Thermococcus pacificus,4250.0
Cyclobacterium marinum,Pyrococcus abyssi,4250.0
Cyclobacterium marinum,Pyrococcus horikoshii,4250.0
Cyclobacterium marinum,Pyrococcus furiosus,4250.0
Cyclobacterium marinum,Pyrococcus yayanosii,4250.0
Cyclobacterium marinum,Desulfurococcus amylolyticus,4250.0
Cyclobacterium marinum,Ignicoccus islandicus,4250.0
Cyclobacterium marinum,Sulfolobus acidocaldarius,4250.0
Cyclobacterium marinum,Sulfurisphaera tokodaii,4250.0
Cyclobacterium marinum,Saccharolobus solfataricus,4250.0
Cyclobacterium marinum,Metallosphaera cuprina,4250.0
Cyclobacterium marinum,Hyperthermus butylicus,4250.0
Prochlorococcus,Sandaracinus amylolyticus,3194.17114
Prochlorococcus,Methylorubrum populi,3194.17114
Prochlorococcus,Marinovum algicola,3194.17114
Prochlorococcus,Ketogulonicigenium robustum,3194.17114
Prochlorococcus,Sphingobium herbicidovorans,3194.17114
Prochlorococcus,Acetobacter persici,3194.17114
Prochlorococcus,Oleispira antarctica,3194.17114
Prochlorococcus,Azotobacter vinelandii,3194.17114
Prochlorococcus,Pluralibacter gergoviae,3194.17114
Prochlorococcus,Photorhabdus thracensis,3194.17114
Prochlorococcus,Pragia fontium,3194.17114
Prochlorococcus,Pectobacterium carotovorum,3194.17114
Prochlorococcus,Serratia liquefaciens,3194.17114
Prochlorococcus,Vibrio fluvialis,3194.17114
Prochlorococcus,Shewanella japonica,3194.17114
Prochlorococcus,Methylotenera mobilis,3194.17114
Prochlorococcus,Laribacter hongkongensis,3194.17114
Prochlorococcus,Helicobacter mustelae,3194.17114
Prochlorococcus,Campylobacter ureolyticus,3194.17114
Prochlorococcus,Parachlamydia acanthamoebae,3194.17114
Prochlorococcus,Chlamydia pecorum,3194.17114
Prochlorococcus,Tenacibaculum dicentrarchi,3194.17114
Prochlorococcus,Ornithobacterium rhinotracheale,3194.17114
Prochlorococcus,Niabella soli,3194.17114
Prochlorococcus,Dyadobacter fermentans,3194.17114
Prochlorococcus,Cyclobacterium marinum,3194.17114
Prochlorococcus,Prochlorococcus,0.0
Prochlorococcus,Spiroplasma taiwanense,2936.66828
Prochlorococcus,Mycoplasma crocodyli,2936.66828
Prochlorococcus,Mycoplasmopsis canis,2936.66828
Prochlorococcus,Salisediminibacterium selenitireducens,2936.66828
Prochlorococcus,Staphylococcus succinus,2936.66828
Prochlorococcus,Staphylococcus xylosus,2936.66828
Prochlorococcus,Lactobacillus gallinarum,2936.66828
Prochlorococcus,Lactobacillus amylovorus,2936.66828
Prochlorococcus,Thermoanaerobacter italicus,2936.66828
Prochlorococcus,Desulfitobacterium hafniense DCB-2,2936.66828
Prochlorococcus,Oscillibacter valericigenes,2936.66828
Prochlorococcus,Selenomonas sputigena,2936.66828
Prochlorococcus,Halothermothrix orenii,2936.66828
Prochlorococcus,Halobacteroides halobius,2936.66828
Prochlorococcus,Mycobacterium colombiense,2937.301
Prochlorococcus,Thermobispora bispora,2937.301
Prochlorococcus,Nocardiopsis alba,2937.301
Prochlorococcus,Tessaracoccus flavescens,2937.301
Prochlorococcus,Nocardia brasiliensis,2937.301
Prochlorococcus,Lentzea albidocapillata,2937.301
Prochlorococcus,Saccharothrix espanaensis,2937.301
Prochlorococcus,Cryobacterium arcticum,2937.301
Prochlorococcus,Actinomyces oris,2937.301
Prochlorococcus,Methanobacterium congolense,4250.0
Prochlorococcus,Methanobacterium lacus,4250.0
Prochlorococcus,Methanosphaera stadtmanae,4250.0
Prochlorococcus,Methanobacterium formicicum,4250.0
Prochlorococcus,Methanobrevibacter millerae,4250.0
Prochlorococcus,Methanococcus aeolicus,4250.0
Prochlorococcus,Methanococcus voltae,4250.0
Prochlorococcus,Natronococcus occultus,4250.0
Prochlorococcus,Natronobacterium gregoryi,4250.0
Prochlorococcus,Natrinema pellirubrum,4250.0
Prochlorococcus,Haloterrigena daqingensis,4250.0
Prochlorococcus,Natrialba magadii,4250.0
Prochlorococcus,Haloferax mediterranei,4250.0
Prochlorococcus,Halorubrum lacusprofundi,4250.0
Prochlorococcus,Halorhabdus utahensis,4250.0
Prochlorococcus,Methanococcoides burtonii,4250.0
Prochlorococcus,Methanomethylovorans hollandica,4250.0
Prochlorococcus,Methanosarcina mazei,4250.0
Prochlorococcus,Methanosarcina horonobensis,4250.0
Prochlorococcus,Methanosarcina siciliae,4250.0
Prochlorococcus,Methanosarcina lacustris,4250.0
Prochlorococcus,Methanothrix soehngenii,4250.0
Prochlorococcus,Methanocella conradii,4250.0
Prochlorococcus,Methanolacinia petrolearia,4250.0
Prochlorococcus,Methanoplanus limicola,4250.0
Prochlorococcus,Methanospirillum hungatei,4250.0
Prochlorococcus,Methanoregula formicica,4250.0
Prochlorococcus,Methanolinea tarda,4250.0
Prochlorococcus,Methanosphaerula palustris,4250.0
Prochlorococcus,Methanoculleus bourgensis,4250.0
Prochlorococcus,Archaeoglobus profundus,4250.0
Prochlorococcus,Geoglobus ahangari,4250.0
Prochlorococcus,Geoglobus acetivorans,4250.0
Prochlorococcus,Archaeoglobus veneficus,4250.0
Prochlorococcus,Ferroplasma,4250.0
Prochlorococcus,Aciduliprofundum boonei,4250.0
Prochlorococcus,Thermococcus kodakarensis,4250.0
Prochlorococcus,Thermococcus siculi,4250.0
Prochlorococcus,Thermococcus pacificus,4250.0
Prochlorococcus,Pyrococcus abyssi,4250.0
Prochlorococcus,Pyrococcus horikoshii,4250.0
Prochlorococcus,Pyrococcus furiosus,4250.0
Prochlorococcus,Pyrococcus yayanosii,4250.0
Prochlorococcus,Desulfurococcus amylolyticus,4250.0
Prochlorococcus,Ignicoccus islandicus,4250.0
Prochlorococcus,Sulfolobus acidocaldarius,4250.0
Prochlorococcus,Sulfurisphaera tokodaii,4250.0
Prochlorococcus,Saccharolobus solfataricus,4250.0
Prochlorococcus,Metallosphaera cuprina,4250.0
Prochlorococcus,Hyperthermus butylicus,4250.0
Spiroplasma taiwanense,Sandaracinus amylolyticus,3194.17114
Spiroplasma taiwanense,Methylorubrum populi,3194.17114
Spiroplasma taiwanense,Marinovum algicola,3194.17114
Spiroplasma taiwanense,Ketogulonicigenium robustum,3194.17114
Spiroplasma taiwanense,Sphingobium herbicidovorans,3194.17114
Spiroplasma taiwanense,Acetobacter persici,3194.17114
Spiroplasma taiwanense,Oleispira antarctica,3194.17114
Spiroplasma taiwanense,Azotobacter vinelandii,3194.17114
Spiroplasma taiwanense,Pluralibacter gergoviae,3194.17114
Spiroplasma taiwanense,Photorhabdus thracensis,3194.17114
Spiroplasma taiwanense,Pragia fontium,3194.17114
Spiroplasma taiwanense,Pectobacterium carotovorum,3194.17114
Spiroplasma taiwanense,Serratia liquefaciens,3194.17114
Spiroplasma taiwanense,Vibrio fluvialis,3194.17114
Spiroplasma taiwanense,Shewanella japonica,3194.17114
Spiroplasma taiwanense,Methylotenera mobilis,3194.17114
Spiroplasma taiwanense,Laribacter hongkongensis,3194.17114
Spiroplasma taiwanense,Helicobacter mustelae,3194.17114
Spiroplasma taiwanense,Campylobacter ureolyticus,3194.17114
Spiroplasma taiwanense,Parachlamydia acanthamoebae,3194.17114
Spiroplasma taiwanense,Chlamydia pecorum,3194.17114
Spiroplasma taiwanense,Tenacibaculum dicentrarchi,3194.17114
Spiroplasma taiwanense,Ornithobacterium rhinotracheale,3194.17114
Spiroplasma taiwanense,Niabella soli,3194.17114
Spiroplasma taiwanense,Dyadobacter fermentans,3194.17114
Spiroplasma taiwanense,Cyclobacterium marinum,3194.17114
Spiroplasma taiwanense,Prochlorococcus,2936.66828
Spiroplasma taiwanense,Spiroplasma taiwanense,0.0
Spiroplasma taiwanense,Mycoplasma crocodyli,1574.16068
Spiroplasma taiwanense,Mycoplasmopsis canis,1574.16068
Spiroplasma taiwanense,Salisediminibacterium selenitireducens,2519.15093
Spiroplasma taiwanense,Staphylococcus succinus,2519.15093
Spiroplasma taiwanense,Staphylococcus xylosus,2519.15093
Spiroplasma taiwanense,Lactobacillus gallinarum,2519.15093
Spiroplasma taiwanense,Lactobacillus amylovorus,2519.15093
Spiroplasma taiwanense,Thermoanaerobacter italicus,2804.8818600000004
Spiroplasma taiwanense,Desulfitobacterium hafniense DCB-2,2804.8818600000004
Spiroplasma taiwanense,Oscillibacter valericigenes,2804.8818600000004
Spiroplasma taiwanense,Selenomonas sputigena,2804.8818600000004
Spiroplasma taiwanense,Halothermothrix orenii,2804.8818600000004
Spiroplasma taiwanense,Halobacteroides halobius,2804.8818600000004
Spiroplasma taiwanense,Mycobacterium colombiense,2937.301
Spiroplasma taiwanense,Thermobispora bispora,2937.301
Spiroplasma taiwanense,Nocardiopsis alba,2937.301
Spiroplasma taiwanense,Tessaracoccus flavescens,2937.301
Spiroplasma taiwanense,Nocardia brasiliensis,2937.301
Spiroplasma taiwanense,Lentzea albidocapillata,2937.301
Spiroplasma taiwanense,Saccharothrix espanaensis,2937.301
Spiroplasma taiwanense,Cryobacterium arcticum,2937.301
Spiroplasma taiwanense,Actinomyces oris,2937.301
Spiroplasma taiwanense,Methanobacterium congolense,4250.0
Spiroplasma taiwanense,Methanobacterium lacus,4250.0
Spiroplasma taiwanense,Methanosphaera stadtmanae,4250.0
Spiroplasma taiwanense,Methanobacterium formicicum,4250.0
Spiroplasma taiwanense,Methanobrevibacter millerae,4250.0
Spiroplasma taiwanense,Methanococcus aeolicus,4250.0
Spiroplasma taiwanense,Methanococcus voltae,4250.0
Spiroplasma taiwanense,Natronococcus occultus,4250.0
Spiroplasma taiwanense,Natronobacterium gregoryi,4250.0
Spiroplasma taiwanense,Natrinema pellirubrum,4250.0
Spiroplasma taiwanense,Haloterrigena daqingensis,4250.0
Spiroplasma taiwanense,Natrialba magadii,4250.0
Spiroplasma taiwanense,Haloferax mediterranei,4250.0
Spiroplasma taiwanense,Halorubrum lacusprofundi,4250.0
Spiroplasma taiwanense,Halorhabdus utahensis,4250.0
Spiroplasma taiwanense,Methanococcoides burtonii,4250.0
Spiroplasma taiwanense,Methanomethylovorans hollandica,4250.0
Spiroplasma taiwanense,Methanosarcina mazei,4250.0
Spiroplasma taiwanense,Methanosarcina horonobensis,4250.0
Spiroplasma taiwanense,Methanosarcina siciliae,4250.0
Spiroplasma taiwanense,Methanosarcina lacustris,4250.0
Spiroplasma taiwanense,Methanothrix soehngenii,4250.0
Spiroplasma taiwanense,Methanocella conradii,4250.0
Spiroplasma taiwanense,Methanolacinia petrolearia,4250.0
Spiroplasma taiwanense,Methanoplanus limicola,4250.0
Spiroplasma taiwanense,Methanospirillum hungatei,4250.0
Spiroplasma taiwanense,Methanoregula formicica,4250.0
Spiroplasma taiwanense,Methanolinea tarda,4250.0
Spiroplasma taiwanense,Methanosphaerula palustris,4250.0
Spiroplasma taiwanense,Methanoculleus bourgensis,4250.0
Spiroplasma taiwanense,Archaeoglobus profundus,4250.0
Spiroplasma taiwanense,Geoglobus ahangari,4250.0
Spiroplasma taiwanense,Geoglobus acetivorans,4250.0
Spiroplasma taiwanense,Archaeoglobus veneficus,4250.0
Spiroplasma taiwanense,Ferroplasma,4250.0
Spiroplasma taiwanense,Aciduliprofundum boonei,4250.0
Spiroplasma taiwanense,Thermococcus kodakarensis,4250.0
Spiroplasma taiwanense,Thermococcus siculi,4250.0
Spiroplasma taiwanense,Thermococcus pacificus,4250.0
Spiroplasma taiwanense,Pyrococcus abyssi,4250.0
Spiroplasma taiwanense,Pyrococcus horikoshii,4250.0
Spiroplasma taiwanense,Pyrococcus furiosus,4250.0
Spiroplasma taiwanense,Pyrococcus yayanosii,4250.0
Spiroplasma taiwanense,Desulfurococcus amylolyticus,4250.0
Spiroplasma taiwanense,Ignicoccus islandicus,4250.0
Spiroplasma taiwanense,Sulfolobus acidocaldarius,4250.0
Spiroplasma taiwanense,Sulfurisphaera tokodaii,4250.0
Spiroplasma taiwanense,Saccharolobus solfataricus,4250.0
Spiroplasma taiwanense,Metallosphaera cuprina,4250.0
Spiroplasma taiwanense,Hyperthermus butylicus,4250.0
Mycoplasma crocodyli,Sandaracinus amylolyticus,3194.17114
Mycoplasma crocodyli,Methylorubrum populi,3194.17114
Mycoplasma crocodyli,Marinovum algicola,3194.17114
Mycoplasma crocodyli,Ketogulonicigenium robustum,3194.17114
Mycoplasma crocodyli,Sphingobium herbicidovorans,3194.17114
Mycoplasma crocodyli,Acetobacter persici,3194.17114
Mycoplasma crocodyli,Oleispira antarctica,3194.17114
Mycoplasma crocodyli,Azotobacter vinelandii,3194.17114
Mycoplasma crocodyli,Pluralibacter gergoviae,3194.17114
Mycoplasma crocodyli,Photorhabdus thracensis,3194.17114
Mycoplasma crocodyli,Pragia fontium,3194.17114
Mycoplasma crocodyli,Pectobacterium carotovorum,3194.17114
Mycoplasma crocodyli,Serratia liquefaciens,3194.17114
Mycoplasma crocodyli,Vibrio fluvialis,3194.17114
Mycoplasma crocodyli,Shewanella japonica,3194.17114
Mycoplasma crocodyli,Methylotenera mobilis,3194.17114
Mycoplasma crocodyli,Laribacter hongkongensis,3194.17114
Mycoplasma crocodyli,Helicobacter mustelae,3194.17114
Mycoplasma crocodyli,Campylobacter ureolyticus,3194.17114
Mycoplasma crocodyli,Parachlamydia acanthamoebae,3194.17114
Mycoplasma crocodyli,Chlamydia pecorum,3194.17114
Mycoplasma crocodyli,Tenacibaculum dicentrarchi,3194.17114
Mycoplasma crocodyli,Ornithobacterium rhinotracheale,3194.17114
Mycoplasma crocodyli,Niabella soli,3194.17114
Mycoplasma crocodyli,Dyadobacter fermentans,3194.17114
Mycoplasma crocodyli,Cyclobacterium marinum,3194.17114
Mycoplasma crocodyli,Prochlorococcus,2936.66828
Mycoplasma crocodyli,Spiroplasma taiwanense,1574.16068
Mycoplasma crocodyli,Mycoplasma crocodyli,0.0
Mycoplasma crocodyli,Mycoplasmopsis canis,77.67878
Mycoplasma crocodyli,Salisediminibacterium selenitireducens,2519.15093
Mycoplasma crocodyli,Staphylococcus succinus,2519.15093
Mycoplasma crocodyli,Staphylococcus xylosus,2519.15093
Mycoplasma crocodyli,Lactobacillus gallinarum,2519.15093
Mycoplasma crocodyli,Lactobacillus amylovorus,2519.15093
Mycoplasma crocodyli,Thermoanaerobacter italicus,2804.8818600000004
Mycoplasma crocodyli,Desulfitobacterium hafniense DCB-2,2804.8818600000004
Mycoplasma crocodyli,Oscillibacter valericigenes,2804.8818600000004
Mycoplasma crocodyli,Selenomonas sputigena,2804.8818600000004
Mycoplasma crocodyli,Halothermothrix orenii,2804.8818600000004
Mycoplasma crocodyli,Halobacteroides halobius,2804.8818600000004
Mycoplasma crocodyli,Mycobacterium colombiense,2937.301
Mycoplasma crocodyli,Thermobispora bispora,2937.301
Mycoplasma crocodyli,Nocardiopsis alba,2937.301
Mycoplasma crocodyli,Tessaracoccus flavescens,2937.301
Mycoplasma crocodyli,Nocardia brasiliensis,2937.301
Mycoplasma crocodyli,Lentzea albidocapillata,2937.301
Mycoplasma crocodyli,Saccharothrix espanaensis,2937.301
Mycoplasma crocodyli,Cryobacterium arcticum,2937.301
Mycoplasma crocodyli,Actinomyces oris,2937.301
Mycoplasma crocodyli,Methanobacterium congolense,4250.0
Mycoplasma crocodyli,Methanobacterium lacus,4250.0
Mycoplasma crocodyli,Methanosphaera stadtmanae,4250.0
Mycoplasma crocodyli,Methanobacterium formicicum,4250.0
Mycoplasma crocodyli,Methanobrevibacter millerae,4250.0
Mycoplasma crocodyli,Methanococcus aeolicus,4250.0
Mycoplasma crocodyli,Methanococcus voltae,4250.0
Mycoplasma crocodyli,Natronococcus occultus,4250.0
Mycoplasma crocodyli,Natronobacterium gregoryi,4250.0
Mycoplasma crocodyli,Natrinema pellirubrum,4250.0
Mycoplasma crocodyli,Haloterrigena daqingensis,4250.0
Mycoplasma crocodyli,Natrialba magadii,4250.0
Mycoplasma crocodyli,Haloferax mediterranei,4250.0
Mycoplasma crocodyli,Halorubrum lacusprofundi,4250.0
Mycoplasma crocodyli,Halorhabdus utahensis,4250.0
Mycoplasma crocodyli,Methanococcoides burtonii,4250.0
Mycoplasma crocodyli,Methanomethylovorans hollandica,4250.0
Mycoplasma crocodyli,Methanosarcina mazei,4250.0
Mycoplasma crocodyli,Methanosarcina horonobensis,4250.0
Mycoplasma crocodyli,Methanosarcina siciliae,4250.0
Mycoplasma crocodyli,Methanosarcina lacustris,4250.0
Mycoplasma crocodyli,Methanothrix soehngenii,4250.0
Mycoplasma crocodyli,Methanocella conradii,4250.0
Mycoplasma crocodyli,Methanolacinia petrolearia,4250.0
Mycoplasma crocodyli,Methanoplanus limicola,4250.0
Mycoplasma crocodyli,Methanospirillum hungatei,4250.0
Mycoplasma crocodyli,Methanoregula formicica,4250.0
Mycoplasma crocodyli,Methanolinea tarda,4250.0
Mycoplasma crocodyli,Methanosphaerula palustris,4250.0
Mycoplasma crocodyli,Methanoculleus bourgensis,4250.0
Mycoplasma crocodyli,Archaeoglobus profundus,4250.0
Mycoplasma crocodyli,Geoglobus ahangari,4250.0
Mycoplasma crocodyli,Geoglobus acetivorans,4250.0
Mycoplasma crocodyli,Archaeoglobus veneficus,4250.0
Mycoplasma crocodyli,Ferroplasma,4250.0
Mycoplasma crocodyli,Aciduliprofundum boonei,4250.0
Mycoplasma crocodyli,Thermococcus kodakarensis,4250.0
Mycoplasma crocodyli,Thermococcus siculi,4250.0
Mycoplasma crocodyli,Thermococcus pacificus,4250.0
Mycoplasma crocodyli,Pyrococcus abyssi,4250.0
Mycoplasma crocodyli,Pyrococcus horikoshii,4250.0
Mycoplasma crocodyli,Pyrococcus furiosus,4250.0
Mycoplasma crocodyli,Pyrococcus yayanosii,4250.0
Mycoplasma crocodyli,Desulfurococcus amylolyticus,4250.0
Mycoplasma crocodyli,Ignicoccus islandicus,4250.0
Mycoplasma crocodyli,Sulfolobus acidocaldarius,4250.0
Mycoplasma crocodyli,Sulfurisphaera tokodaii,4250.0
Mycoplasma crocodyli,Saccharolobus solfataricus,4250.0
Mycoplasma crocodyli,Metallosphaera cuprina,4250.0
Mycoplasma crocodyli,Hyperthermus butylicus,4250.0
Mycoplasmopsis canis,Sandaracinus amylolyticus,3194.17114
Mycoplasmopsis canis,Methylorubrum populi,3194.17114
Mycoplasmopsis canis,Marinovum algicola,3194.17114
Mycoplasmopsis canis,Ketogulonicigenium robustum,3194.17114
Mycoplasmopsis canis,Sphingobium herbicidovorans,3194.17114
Mycoplasmopsis canis,Acetobacter persici,3194.17114
Mycoplasmopsis canis,Oleispira antarctica,3194.17114
Mycoplasmopsis canis,Azotobacter vinelandii,3194.17114
Mycoplasmopsis canis,Pluralibacter gergoviae,3194.17114
Mycoplasmopsis canis,Photorhabdus thracensis,3194.17114
Mycoplasmopsis canis,Pragia fontium,3194.17114
Mycoplasmopsis canis,Pectobacterium carotovorum,3194.17114
Mycoplasmopsis canis,Serratia liquefaciens,3194.17114
Mycoplasmopsis canis,Vibrio fluvialis,3194.17114
Mycoplasmopsis canis,Shewanella japonica,3194.17114
Mycoplasmopsis canis,Methylotenera mobilis,3194.17114
Mycoplasmopsis canis,Laribacter hongkongensis,3194.17114
Mycoplasmopsis canis,Helicobacter mustelae,3194.17114
Mycoplasmopsis canis,Campylobacter ureolyticus,3194.17114
Mycoplasmopsis canis,Parachlamydia acanthamoebae,3194.17114
Mycoplasmopsis canis,Chlamydia pecorum,3194.17114
Mycoplasmopsis canis,Tenacibaculum dicentrarchi,3194.17114
Mycoplasmopsis canis,Ornithobacterium rhinotracheale,3194.17114
Mycoplasmopsis canis,Niabella soli,3194.17114
